skill_id	lvl_active_learning	lvl_active_listening	lvl_administration_and_management	lvl_administrative	lvl_arm_hand_steadiness	lvl_auditory_attention	lvl_biology	lvl_building_and_construction	lvl_category_flexibility	lvl_chemistry	lvl_communications_and_media	lvl_complex_problem_solving	lvl_computers_and_electronics	lvl_control_precision	lvl_coordination	lvl_critical_thinking	lvl_customer_and_personal_service	lvl_deductive_reasoning	lvl_depth_perception	lvl_design	lvl_dynamic_flexibility	lvl_dynamic_strength	lvl_economics_and_accounting	lvl_education_and_training	lvl_engineering_and_technology	lvl_english_language	lvl_equipment_maintenance	lvl_equipment_selection	lvl_explosive_strength	lvl_extent_flexibility	lvl_far_vision	lvl_fine_arts	lvl_finger_dexterity	lvl_flexibility_of_closure	lvl_fluency_of_ideas	lvl_food_production	lvl_foreign_language	lvl_geography	lvl_glare_sensitivity	lvl_gross_body_coordination	lvl_gross_body_equilibrium	lvl_hearing_sensitivity	lvl_history_and_archeology	lvl_inductive_reasoning	lvl_information_ordering	lvl_installation	lvl_instructing	lvl_judgment_and_decision_making	lvl_law_and_government	lvl_learning_strategies	lvl_management_of_financial_resources	lvl_management_of_material_resources	lvl_management_of_personnel_resources	lvl_manual_dexterity	lvl_mathematical_reasoning	lvl_mathematics	lvl_mechanical	lvl_medicine_and_dentistry	lvl_memorization	lvl_monitoring	lvl_multilimb_coordination	lvl_near_vision	lvl_negotiation	lvl_night_vision	lvl_number_facility	lvl_operation_and_control	lvl_operations_analysis	lvl_operations_monitoring	lvl_oral_comprehension	lvl_oral_expression	lvl_originality	lvl_perceptual_speed	lvl_peripheral_vision	lvl_personnel_and_human_resources	lvl_persuasion	lvl_philosophy_and_theology	lvl_physics	lvl_problem_sensitivity	lvl_production_and_processing	lvl_programming	lvl_psychology	lvl_public_safety_and_security	lvl_quality_control_analysis	lvl_rate_control	lvl_reaction_time	lvl_reading_comprehension	lvl_repairing	lvl_response_orientation	lvl_sales_and_marketing	lvl_science	lvl_selective_attention	lvl_service_orientation	lvl_social_perceptiveness	lvl_sociology_and_anthropology	lvl_sound_localization	lvl_spatial_orientation	lvl_speaking	lvl_speech_clarity	lvl_speech_recognition	lvl_speed_of_closure	lvl_speed_of_limb_movement	lvl_stamina	lvl_static_strength	lvl_systems_analysis	lvl_systems_evaluation	lvl_technology_design	lvl_telecommunications	lvl_therapy_and_counseling	lvl_time_management	lvl_time_sharing	lvl_transportation	lvl_troubleshooting	lvl_trunk_strength	lvl_visual_color_discrimination	lvl_visualization	lvl_wrist_finger_speed	lvl_writing	lvl_written_comprehension	lvl_written_expression
25-2012.00					2.12	2.12			3.12					0.75				3.62	0.50		0.00	1.38							0.75	1.88	2.88		1.88	2.75	3.38				0.00	1.75	1.75	2.00		3.62	3.12									1.12	2.50				2.75		1.75	3.12		0.00	2.38				3.88	3.88	3.38	2.62	0.00					3.62						0.00	0.00			0.00			3.00				0.12	0.00		3.75	3.75	2.38	0.00	1.25	1.88							3.00			2.50	2.00	2.50	0.50		3.88	4.00
25-2021.00					0.62	2.12			3.12					0.12				3.88	0.50		0.00	0.38							0.38	0.88	3.00		1.50	3.00	3.88				0.00	0.88	0.50	2.00		3.75	3.38									0.50	2.88				2.88		0.88	3.75		0.00	2.62				4.00	4.00	3.88	2.50	0.00					4.00						0.00	0.00			0.00			3.00				0.12	0.00		4.00	3.88	2.50	0.38	1.50	1.00							2.88			2.00	2.12	2.62	0.88		4.00	4.00
25-2022.00					0.50	2.12			3.00					0.50				3.75	0.75		0.00	0.00							0.00	0.00	3.00		1.50	3.00	3.25				0.00	0.25	0.25	2.00		3.62	3.75									0.38	3.00				2.88		0.00	3.38		0.00	3.00				4.00	4.50	3.25	2.75	0.00					3.75						0.00	0.00			0.00			3.00				0.12	0.00		4.12	3.25	2.88	0.00	0.38	0.00							2.75			2.00	2.00	2.62	0.25		4.00	4.00
25-2023.00					1.62	2.50			3.25					1.75				3.88	1.75		0.00	1.00							0.50	1.00	3.25		1.75	2.75	3.38				0.00	1.25	1.00	2.25		3.50	3.00									1.75	2.38				2.62		1.75	3.62		0.00	2.38				4.12	4.25	3.38	3.00	0.00					4.00						0.75	1.50			0.50			3.12				0.00	0.12		4.12	3.75	2.62	0.38	1.38	1.75							2.88			2.12	2.12	3.00	1.50		4.00	4.00
25-2031.00					0.62	2.00			3.12					0.00				4.00	0.62		0.00	0.12							0.12	0.25	3.50		1.12	2.88	3.25				0.00	0.25	0.12	2.00		3.88	3.12									0.12	3.12				2.88		0.12	4.00		0.00	2.88				4.00	4.88	3.88	2.88	0.00					4.00						0.00	0.00			0.00			3.00				0.00	0.25		4.12	4.00	2.75	0.00	0.38	0.25							2.88			2.00	2.00	2.75	0.25		4.00	4.00
25-2032.00					2.75	2.75			3.75					2.25				4.25	2.00		0.00	1.00							0.62	1.75	3.50		2.50	3.00	3.50				0.50	1.25	0.88	2.00		3.88	3.88									2.38	2.88				3.00		1.88	3.75		0.38	2.88				4.38	4.38	3.88	2.75	0.50					4.00						1.00	1.62			1.25			3.12				0.62	0.88		4.12	3.50	3.12	0.50	1.25	1.88							3.00			2.38	2.50	2.88	1.62		4.12	4.00
25-2051.00					2.00	2.50			3.38					1.12				4.12	1.12		0.12	1.62							1.12	1.88	2.88		2.00	2.75	3.38				0.38	1.88	1.50	2.00		4.00	3.50									1.88	1.88				2.62		1.62	3.50		0.00	1.88				4.12	4.00	3.62	2.38	0.12					4.25						0.00	0.00			0.50			3.25				0.50	0.50		3.88	3.50	2.50	0.00	1.50	1.62							2.88			2.25	1.88	2.50	1.38		4.00	4.00
25-2056.00					0.50	2.38			3.38					0.25				4.12	1.12		0.12	0.88							0.75	1.88	3.38		0.62	3.12	4.12				0.12	1.25	0.88	1.75		3.88	3.38									0.38	2.50				2.50		1.25	3.88		0.00	2.38				4.12	4.25	3.75	2.62	0.12					4.00						0.00	0.12			0.12			3.12				0.38	0.25		3.88	3.88	2.88	0.00	1.12	1.12							2.62			2.50	2.12	2.62	1.38		4.00	3.88
25-2057.00					0.25	2.12			3.00					0.00				3.88	0.25		0.00	0.25							0.25	0.25	2.75		0.88	3.00	3.75				0.00	0.38	0.25	1.88		3.88	3.88									0.50	2.75				2.88		0.25	3.12		0.00	2.88				4.00	4.00	3.88	2.25	0.12					4.00						0.12	0.25			0.25			3.00				0.00	0.25		3.88	3.88	2.75	0.25	0.75	0.25							2.75			2.00	2.00	2.62	0.38		4.00	4.00
25-2058.00					0.62	2.50			3.50					0.00				3.88	0.88		0.00	0.12							0.62	0.12	3.12		0.88	3.00	3.25				0.00	1.00	0.75	1.88		3.88	3.38									0.25	2.88				2.88		0.88	3.75		0.00	2.88				4.00	4.00	3.75	2.88	0.12					3.88						0.00	0.00			0.00			3.00				0.00	0.25		4.12	4.12	2.88	0.00	0.75	1.12							3.00			2.00	2.00	2.75	0.38		4.00	4.00
25-2059.01					3.00	2.38			3.25					2.50				3.88	1.88		0.38	2.12							2.12	3.00	3.12		2.75	3.00	3.50				0.00	3.00	2.75	2.12		3.38	3.75									3.00	2.00				2.75		3.00	3.75		0.00	2.00				4.25	4.12	3.50	2.88	0.00					3.88						0.00	1.25			2.00			3.00				0.00	0.88		4.00	3.88	2.75	1.62	3.00	3.00							2.88			3.00	2.12	2.62	0.50		4.00	3.75
25-3011.00					0.00	1.50			3.00					0.00				3.62	0.00		0.00	0.00							0.00	0.00	2.75		1.38	2.88	3.12				0.00	0.00	0.00	2.00		3.62	3.50									0.00	2.75				2.88		0.00	3.12		0.00	2.75				4.12	4.25	3.12	2.62	0.00					3.50						0.00	0.00			0.00			2.88				0.00	0.00		3.88	3.25	2.62	0.00	0.00	0.00							2.62			1.75	2.00	2.00	0.00		4.00	4.00
25-3021.00					1.75	2.00			3.00					1.25				3.12	0.75		0.00	0.75							0.25	1.50	2.62		1.88	2.25	3.12				0.00	0.62	1.00	1.12		3.00	3.12									1.38	1.88				2.38		1.25	3.00		0.00	1.75				4.00	4.00	3.25	2.00	0.00					3.12						0.25	0.25			0.50			2.38				0.00	0.12		3.75	3.12	2.00	0.00	1.00	1.25							2.00			2.00	1.75	2.25	0.62		3.75	3.50
25-3031.00					0.88	1.88			2.88					1.00				3.25	0.25		0.12	0.75							0.12	0.12	2.62		1.38	2.25	2.75				0.00	0.12	0.12	1.38		3.00	2.88									1.00	1.62				2.62		0.38	3.12		0.00	2.00				4.00	4.00	2.75	2.25	0.12					3.38						0.12	0.25			0.12			2.62				0.00	0.50		3.38	3.25	2.00	0.12	0.12	0.12							2.50			1.12	2.25	2.12	0.88		3.75	3.75
25-3041.00					0.62	2.12			3.00					0.50				3.12	0.00		0.00	0.00							0.00	0.00	2.25		1.25	2.88	3.12				0.00	0.00	0.00	1.88		3.12	3.12									0.62	3.00				2.88		0.00	3.12		0.00	2.62				4.00	4.25	3.12	2.12	0.00					3.62						0.00	0.00			0.00			3.12				0.00	0.00		3.75	3.75	2.38	0.00	0.00	0.00							2.75			0.75	1.88	2.00	0.12		4.00	4.00
25-4011.00					2.00	1.50			4.12					0.75				3.75	1.25		0.00	1.12							0.50	1.75	2.88		2.00	2.38	3.00				0.00	0.50	0.50	1.50		3.38	4.00									2.00	2.12				2.62		1.25	4.12		0.00	2.38				4.12	4.12	3.00	2.12	0.00					3.12						0.00	0.00			0.00			3.00				0.00	0.12		3.00	3.00	2.25	0.00	0.75	1.75							2.00			2.00	2.62	2.38	0.38		4.38	4.25
25-4012.00					2.12	1.38			4.12					0.38				4.38	1.25		0.00	0.75							0.12	0.75	3.88		2.12	3.62	4.00				0.12	0.62	0.62	1.38		4.00	3.75									1.88	3.25				2.75		1.25	4.38		0.12	3.12				4.38	4.50	4.12	2.75	0.12					4.12						0.00	0.00			0.12			3.12				0.00	1.12		3.88	3.88	2.50	0.00	1.00	1.88							2.62			2.12	3.62	3.88	0.62		4.75	4.75
25-4013.00					3.38	2.62			3.50					2.88				3.62	2.12		0.00	1.50							0.38	2.12	3.12		3.50	3.12	3.38				0.12	1.50	1.25	1.62		3.50	3.62									3.12	2.88				2.88		2.38	3.88		0.00	2.38				4.00	4.00	3.12	2.88	0.12					3.50						1.25	1.12			1.25			3.00				0.00	0.38		3.38	3.25	2.38	0.00	1.12	2.25							2.38			2.12	3.25	3.38	1.88		3.88	3.88
25-4022.00					1.75	2.00			3.38					1.62				3.25	0.62		0.38	1.12							1.12	1.50	2.88		1.62	3.00	3.12				0.12	0.25	0.25	1.50		3.12	3.50									1.75	2.00				3.25		1.25	3.38		0.50	2.12				4.00	4.00	3.00	2.75	0.12					3.12						0.25	0.38			0.25			2.75				0.25	0.88		3.50	3.75	3.00	0.25	0.12	1.25							2.25			1.88	1.50	1.88	2.00		3.88	3.75
25-4031.00					1.88	2.00			3.00					1.88				3.00	0.25		0.38	1.75							0.25	2.75	2.88		2.38	3.00	2.12				0.00	1.12	1.12	1.50		2.88	3.00									2.12	2.00				2.50		2.00	3.62		0.00	2.12				3.88	3.88	2.12	2.62	0.00					3.00						0.00	0.12			0.12			2.75				0.12	1.12		3.25	3.00	2.00	0.12	1.12	2.00							2.00			2.00	2.00	2.00	1.12		3.75	3.00
25-9021.00					2.12	2.25			4.00					2.50				4.25	2.00		0.25	1.00							0.62	0.75	3.00		1.62	3.12	4.00				1.25	0.75	0.62	2.00		4.38	4.12									1.25	3.25				3.00		2.12	3.12		1.38	3.12				4.88	4.88	4.00	3.00	1.00					4.00						1.50	1.75			1.75			3.00				0.88	2.00		4.12	3.88	3.00	0.25	0.75	0.88							2.88			1.38	2.25	3.00	0.88		4.50	4.38
25-9031.00					0.12	2.00			3.50					0.00				4.12	0.62		0.00	0.00							0.00	0.00	3.25		1.50	3.00	3.75				0.00	0.12	0.00	1.25		4.12	3.88									0.25	2.88				3.12		0.00	3.62		0.00	3.00				4.62	4.75	3.75	2.75	0.00					4.00						0.00	0.00			0.00			3.12				0.00	0.00		4.12	4.12	2.88	0.25	0.38	0.00							2.75			1.25	1.75	3.00	0.50		4.88	4.62
25-9042.00					1.50	2.25			3.00					1.12				3.38	1.25		0.12	1.62							1.25	1.75	3.38		1.75	2.50	3.25				0.38	1.50	1.62	2.00		3.12	3.25									1.50	2.12				2.88		1.62	3.50		0.00	2.50				3.75	3.88	2.88	2.62	0.75					3.50						0.12	0.12			0.12			2.75				0.38	0.25		3.50	3.38	2.38	0.38	1.50	1.62							2.75			2.38	1.75	2.62	1.50		3.50	3.38
25-9043.00					0.50	2.38			2.88					0.25				3.12	0.12		0.00	1.00							0.88	1.50	3.00		0.62	2.38	3.12				0.12	1.75	1.12	2.00		2.88	2.88									0.75	1.38				2.75		1.12	3.50		0.00	1.62				3.88	3.75	2.75	2.12	0.25					3.50						0.00	0.62			0.38			2.62				0.50	0.12		3.25	3.38	2.50	0.12	1.38	1.62							2.12			2.25	2.00	2.12	1.38		3.38	3.38
25-9044.00					0.88	1.75			3.00					0.75				3.75	0.88		0.00	0.00							0.00	0.00	2.88		1.12	2.25	3.25				0.00	0.00	0.00	1.62		3.38	3.00									0.75	2.25				2.25		0.00	3.25		0.00	2.25				4.62	4.38	3.25	2.00	0.12					3.12						0.00	0.00			0.00			2.88				0.12	0.00		3.75	3.25	2.00	0.00	0.00	0.00							2.12			1.88	1.62	2.12	0.62		4.00	4.00
27-1011.00					2.12	1.50			3.88					1.38				4.00	0.50		0.00	0.12							0.00	0.00	3.75		2.00	3.00	4.25				0.00	0.00	0.00	0.88		3.88	3.88									2.00	3.12				2.62		0.00	4.12		0.00	2.62				4.00	4.00	4.38	2.88	0.00					3.75						0.12	0.25			0.00			2.75				0.00	0.12		3.62	3.62	3.00	0.00	0.00	0.00							2.38			1.12	4.00	3.88	0.75		4.00	3.88
27-1012.00					4.00	1.88			3.50					3.00				3.00	2.00		0.00	2.00							0.62	2.50	2.75		4.12	2.00	3.75				0.00	1.25	0.62	1.50		2.88	3.00									3.50	2.12				2.00		3.00	3.75		0.00	2.50				3.12	3.00	4.12	2.00	0.00					2.88						1.62	2.00			1.00			3.00				0.00	0.12		2.88	3.00	2.00	0.00	1.62	2.00							2.00			2.62	3.62	4.12	1.75		3.00	2.62
27-1013.00					3.75	1.75			3.25					3.00				3.00	2.12		0.25	1.88							0.50	1.38	3.38		3.25	2.62	4.12				0.00	0.88	0.75	1.38		3.00	3.00									3.62	1.38				1.25		2.38	3.88		0.00	2.12				3.50	3.38	4.62	2.25	0.00					3.00						1.25	1.50			1.38			3.00				0.00	0.00		2.88	3.12	1.88	0.12	0.88	2.12							2.00			2.38	5.25	4.25	2.12		3.00	3.00
27-1014.00					2.88	1.75			3.62					2.38				3.75	1.75		0.00	0.25							0.00	0.00	3.12		2.62	2.75	4.00				0.00	0.00	0.00	1.62		3.38	3.38									2.25	2.38				2.62		0.50	4.12		0.00	2.50				4.12	4.00	4.00	2.75	0.00					3.50						1.00	0.75			0.50			3.00				0.00	0.00		3.25	3.12	2.75	0.00	0.00	0.00							2.38			1.12	4.00	4.00	1.50		4.00	3.75
27-1021.00					2.75	2.00			3.88					2.12				4.62	2.12		0.00	0.62							0.00	0.00	3.12		2.75	3.75	4.00				0.00	0.00	0.00	1.88		3.88	3.88									1.75	3.38				2.62		0.12	4.12		0.00	2.88				4.00	4.00	4.38	2.75	0.00					3.88						0.62	1.38			0.00			3.12				0.00	0.38		3.25	3.88	2.25	0.00	0.00	0.12							2.38			1.12	3.75	4.25	0.50		4.00	3.88
27-1022.00					2.75	2.00			3.88					2.00				3.75	1.75		0.12	0.50							0.50	1.50	3.00		2.88	2.88	3.88				0.00	0.00	0.50	2.00		3.12	3.12									2.12	1.88				2.00		0.75	3.75		0.00	2.62				4.00	4.00	4.38	2.75	0.00					3.12						0.88	0.62			0.25			3.00				0.00	0.12		3.00	3.38	2.00	0.00	0.00	0.62							2.00			2.00	3.25	3.62	0.62		3.75	3.62
27-1023.00					3.00	1.25			3.12					1.50				3.12	1.62		0.12	1.25							0.62	1.38	3.00		2.62	1.75	3.38				0.25	1.12	1.00	0.75		2.88	3.12									2.38	1.88				1.62		2.12	3.12		0.00	1.50				3.75	3.88	3.12	2.12	0.38					2.75						0.12	0.38			0.62			2.25				0.25	0.62		3.12	3.00	1.75	0.12	1.12	1.50							2.12			2.75	4.00	3.50	1.12		3.00	2.88
27-1024.00					2.50	1.12			3.12					2.00				3.38	1.00		0.00	0.25							0.00	0.00	2.88		2.38	2.75	4.00				0.00	0.00	0.00	1.25		3.12	3.00									2.00	1.75				2.12		0.00	4.12		0.00	2.00				4.00	3.88	4.00	2.25	0.00					3.38						0.00	0.00			0.00			2.88				0.00	0.00		3.25	3.50	2.25	0.00	0.00	0.00							2.12			1.12	3.75	3.62	0.38		3.38	3.62
27-1025.00					0.00	1.38			3.88					0.38				3.75	1.88		0.00	0.00							0.00	0.00	3.12		0.50	3.00	4.00				0.00	0.00	0.00	1.12		3.00	3.62									0.00	2.88				2.25		0.38	4.12		0.00	2.88				4.00	4.00	4.00	2.62	0.00					3.88						0.00	0.00			0.00			2.88				0.00	1.12		3.12	3.75	2.62	0.00	0.00	0.00							2.75			1.38	4.00	4.00	0.38		4.00	3.88
27-1026.00					3.25	2.00			3.12					2.50				3.12	1.12		0.00	2.12							1.00	3.50	3.62		3.25	2.38	3.38				0.00	2.62	2.38	1.38		3.00	3.25									2.88	1.62				1.12		2.62	3.38		0.00	1.88				4.00	3.88	3.25	2.50	0.25					3.00						0.50	1.25			0.25			2.75				0.00	1.25		3.25	3.25	2.00	1.25	2.88	3.00							2.12			3.12	3.38	3.88	0.25		3.00	3.00
27-1027.00					2.62	2.00			3.50					2.62				3.75	2.00		0.00	0.75							0.00	0.75	3.50		2.88	3.00	4.12				1.00	0.75	1.50	1.88		3.50	3.75									2.75	2.75				2.50		1.50	3.75		0.38	2.75				4.12	4.00	3.88	3.00	0.38					3.88						0.88	1.38			0.88			3.00				0.62	1.75		3.75	3.88	2.75	0.88	0.75	1.50							2.75			2.25	2.88	4.50	1.00		3.88	3.75
27-2011.00					1.75	1.88			3.00					0.00				3.00	0.00		0.00	1.88							0.88	1.88	2.62		1.88	2.38	3.38				1.50	2.50	2.00	1.75		3.00	3.00									1.75	0.00				4.00		2.00	3.50		0.00	0.12				4.12	4.00	3.38	1.88	0.00					3.12						0.00	0.00			0.00			3.12				0.00	0.00		4.75	2.88	2.25	0.00	1.75	1.88							2.88			2.38	1.88	2.50	0.25		3.50	3.38
27-2012.00					2.12	2.75			3.75					1.88				4.38	1.88		0.00	0.62							0.25	1.00	3.88		2.12	3.38	4.12				0.50	0.00	0.00	2.62		3.62	3.75									2.00	2.88				2.88		1.38	3.88		0.12	2.75				4.25	4.62	4.25	3.00	0.00					4.00						1.38	1.12			0.75			3.00				0.75	1.50		4.25	4.00	3.12	0.00	0.00	1.25							3.12			2.00	2.62	4.00	1.75		4.25	4.25
27-2012.03					2.00	2.12			3.38					2.12				3.88	1.38		0.00	0.12							0.00	0.00	3.25		2.12	3.00	3.88				0.00	0.00	0.00	1.50		3.88	3.75									1.50	2.75				2.88		0.50	3.88		0.00	2.62				4.00	4.25	3.88	2.25	0.00					4.00						0.88	1.00			0.75			3.25				0.12	0.00		3.88	3.75	2.88	0.38	0.00	0.00							3.00			0.75	2.25	3.00	1.12		4.00	4.00
27-2012.04					0.00	2.62			3.12					0.00				3.75	1.00		0.00	0.62							0.00	0.00	3.12		0.75	2.62	3.62				0.12	0.12	0.00	1.62		3.50	3.25									0.12	2.12				2.38		0.00	3.75		0.00	2.38				3.88	4.12	3.25	2.25	0.00					3.25						0.00	0.00			0.00			2.88				0.00	0.12		3.62	3.62	2.12	0.25	0.25	0.00							2.50			1.00	2.00	2.88	0.88		4.00	3.88
27-2012.05					2.38	2.88			3.38					2.62				4.00	2.25		0.00	0.62							0.38	0.88	4.00		2.50	3.25	3.88				0.00	0.12	0.12	2.25		3.75	3.62									2.25	2.00				2.62		2.00	4.00		0.38	2.12				4.12	4.25	3.75	3.12	0.38					4.00						1.38	1.75			2.00			3.75				0.75	0.62		3.88	3.88	3.12	0.00	0.50	0.75							3.12			1.12	3.88	3.75	1.12		3.88	3.75
27-2021.00					3.12	2.75			2.50					2.25				3.00	2.38		2.25	4.00							4.00	3.75	3.38		3.00	2.75	3.00				1.25	4.00	3.12	2.25		3.12	3.00									3.25	1.50				2.12		3.25	3.50		1.00	1.50				3.88	3.88	3.00	2.88	1.50					3.00						2.00	2.38			2.62			3.12				0.75	1.38		3.12	3.00	2.12	2.62	4.00	3.88							2.88			3.38	2.00	2.88	1.38		3.00	2.88
27-2022.00					2.25	2.88			3.88					1.38				4.12	2.25		0.25	2.38							1.25	1.62	3.12		1.88	3.25	3.88				0.12	2.38	2.38	2.00		4.00	4.00									1.88	2.00				2.88		1.88	3.25		0.00	2.12				3.88	4.75	3.88	3.12	1.25					4.00						0.00	0.00			0.00			3.25				0.12	1.38		4.00	4.00	3.00	0.50	2.62	2.88							3.00			2.88	2.12	4.38	0.38		3.88	3.75
27-2023.00					1.75	2.62			2.62					0.00				3.25	1.62		0.25	2.00							1.00	2.12	4.00		1.25	3.50	1.75				1.12	2.50	2.12	2.00		2.88	2.88									0.75	1.88				2.75		1.88	3.50		0.00	1.88				3.88	3.75	1.75	3.62	1.75					3.75						0.62	2.12			2.12			4.00				0.75	2.12		3.50	3.00	3.12	2.00	2.75	1.62							3.12			2.88	2.50	2.62	0.50		3.00	2.62
27-2031.00					2.38	1.62			2.75					0.75				2.75	1.38		4.25	4.62							2.38	4.88	2.75		2.00	2.62	2.75				1.50	5.50	4.88	2.12		2.62	3.12									2.12	0.50				3.12		3.75	3.12		0.12	0.50				3.88	3.38	3.38	2.50	1.25					2.75						1.62	0.62			0.88			2.88				0.00	1.50		3.00	3.00	2.62	3.38	4.62	3.12							2.00			4.75	1.88	2.75	0.00		2.75	2.50
27-2032.00					2.62	2.25			3.00					0.00				3.62	1.50		3.38	3.75							2.38	3.88	2.88		1.62	2.75	4.00				0.12	5.25	4.38	2.00		3.12	3.38									1.62	1.75				2.88		3.50	3.12		0.00	1.50				4.00	4.12	4.25	2.62	1.50					3.75						0.38	1.00			1.88			3.00				0.00	2.50		3.62	3.25	2.12	2.75	3.75	2.62							2.88			3.75	2.00	3.75	0.75		3.38	3.12
27-2041.00					2.12	4.12			3.62					1.88				4.12	0.12		0.88	1.62							1.00	1.50	2.88		2.12	3.38	4.00				0.12	1.50	1.00	5.12		3.38	4.00									2.25	1.88				3.62		2.62	3.88		0.50	2.25				4.12	4.12	4.12	2.75	0.12					3.38						1.38	0.75			0.88			3.38				2.88	0.62		3.62	3.62	3.00	1.12	1.25	1.00							2.62			2.62	1.25	2.25	1.88		3.88	3.50
27-2042.00					2.62	3.62			3.00					2.62				2.75	0.62		0.75	2.00							1.12	1.75	2.75		2.88	3.12	3.25				0.50	1.25	0.88	4.00		2.75	3.00									2.75	1.75				4.00		3.25	3.75		0.38	1.75				4.00	3.62	3.50	2.75	0.75					3.00						1.38	1.62			1.25			3.25				1.62	0.62		3.62	3.62	3.25	1.00	1.75	1.50							2.62			2.12	1.88	2.62	1.75		3.50	3.00
27-3011.00					1.50	2.25			3.00					1.88				3.62	1.00		0.00	0.38							0.38	0.38	2.25		1.62	2.00	3.25				0.62	0.00	0.00	1.62		3.00	3.12									1.62	1.12				3.75		0.38	3.12		0.38	1.12				4.00	4.12	3.88	2.25	0.50					3.12						1.25	1.38			0.75			3.12				0.75	0.62		4.88	4.00	3.00	0.00	0.00	0.38							3.00			1.75	1.75	1.88	0.75		4.00	3.88
27-3023.00					1.25	2.38			3.12					1.25				3.62	1.25		0.12	0.88							0.12	0.12	3.12		1.12	3.00	3.38				1.50	0.12	0.12	2.00		3.50	3.50									1.12	1.62				2.75		0.12	3.88		0.00	2.00				4.00	4.00	3.12	2.12	0.00					3.50						0.12	0.12			0.12			3.00				0.00	0.50		3.88	3.88	2.50	0.12	0.12	0.38							2.25			1.62	1.75	1.88	2.12		3.62	3.62
27-3031.00					0.00	1.88			3.00					0.00				4.00	0.38		0.00	0.00							0.00	0.12	2.38		1.00	2.25	4.00				0.00	0.00	0.00	1.38		3.75	3.00									0.00	2.12				2.25		0.00	3.62		0.00	2.12				4.25	4.25	3.88	2.00	0.00					4.12						0.00	0.00			0.00			2.75				0.00	0.00		4.00	4.00	2.12	0.00	0.00	0.00							2.62			1.00	1.75	2.50	0.50		4.12	4.25
27-3041.00					1.38	2.00			3.62					0.75				3.75	0.12		0.00	0.50							0.00	0.00	2.75		2.50	3.62	4.25				0.00	0.00	0.00	1.38		3.62	3.62									1.25	1.88				2.75		0.00	4.50		0.00	2.12				4.25	4.12	3.88	3.25	0.00					3.38						0.00	0.00			0.00			3.00				0.00	0.00		3.50	3.88	2.75	0.00	0.00	0.00							2.38			1.25	2.62	3.00	0.88		4.88	5.00
27-3042.00					1.38	1.75			3.12					0.62				4.00	0.38		0.00	0.00							0.00	0.00	1.88		1.88	2.38	3.25				0.00	0.00	0.00	0.88		3.12	4.00									1.00	0.88				1.38		0.00	4.12		0.00	1.00				4.25	4.12	3.00	1.88	0.00					3.12						0.00	0.00			0.00			2.38				0.00	0.25		3.00	3.00	1.38	0.00	0.00	0.00							1.62			0.25	2.00	3.25	0.38		4.50	5.12
27-3043.00					0.25	1.50			3.00					0.25				3.38	0.00		0.12	0.12							0.12	0.12	2.50		0.50	2.62	3.88				0.00	0.12	0.12	0.75		3.50	3.12									0.12	0.50				1.88		0.25	3.75		0.00	0.50				4.25	3.88	3.88	1.75	0.00					3.38						0.12	0.12			0.12			2.50				0.00	0.38		3.50	3.62	2.62	0.12	0.12	0.12							2.00			1.75	1.62	2.50	1.00		4.25	4.75
27-3043.05					1.50	0.88			3.00					0.88				3.50	0.00		0.00	0.62							0.00	0.00	2.88		2.25	2.75	4.25				0.00	0.00	0.00	1.62		3.50	3.38									1.62	1.00				2.12		0.00	3.88		0.00	1.00				4.00	4.12	4.50	1.75	0.00					3.50						0.00	0.00			0.00			3.00				0.00	0.00		3.62	3.00	2.62	0.00	0.00	0.00							1.12			1.38	1.38	2.75	1.25		4.25	4.62
27-3091.00					0.88	3.12			3.00					0.00				3.12	0.75		0.00	0.50							0.50	0.38	2.88		1.50	3.00	3.00				0.00	1.00	0.50	2.88		3.00	3.62									0.50	1.12				2.75		1.00	3.62		0.00	1.12				4.50	4.75	3.00	3.00	0.00					3.62						0.00	0.00			0.12			3.62				0.00	0.00		4.62	4.75	3.00	0.12	1.25	0.38							3.00			2.00	2.00	2.12	0.38		4.00	4.00
27-3092.00					2.25	2.50			2.12					2.50				2.88	0.12		0.00	0.00							0.00	0.12	2.38		3.00	2.00	1.50				0.00	0.00	0.00	1.25		2.50	3.00									2.12	1.12				2.50		0.62	3.88		0.00	1.00				3.88	4.00	1.12	2.25	0.00					2.62						0.12	0.50			0.62			3.00				0.00	0.00		3.00	4.12	1.88	0.00	0.00	0.00							2.12			1.12	0.62	1.25	2.75		4.00	3.75
27-4011.00					3.12	3.00			3.12					3.00				3.38	2.12		0.00	1.62							1.00	1.88	3.62		3.12	3.25	2.88				0.25	1.25	1.12	3.25		3.62	3.88									3.12	2.25				2.12		2.12	4.00		0.12	2.00				4.00	3.88	2.88	3.12	0.00					3.75						1.88	2.00			1.50			3.12				0.88	0.50		3.00	3.00	2.50	0.00	1.38	2.25							2.88			2.00	3.25	3.50	2.00		3.75	3.50
27-4012.00					2.75	3.00			3.12					3.00				3.62	2.12		0.00	1.12							0.25	1.38	3.50		3.00	3.25	3.00				0.75	1.00	0.75	3.00		3.12	3.12									2.38	2.12				2.88		2.62	4.00		0.75	2.12				4.00	4.00	3.00	3.25	0.75					3.75						1.88	2.62			2.00			3.88				0.75	0.75		3.00	3.62	2.88	0.00	1.12	2.12							2.50			2.00	3.38	3.12	1.38		3.50	3.00
